user_id,website_area
28311,International IE content
28311,ActiveX Technology Development
28311,Music Producer
28311,Free Downloads
28311,ImageComposer
28311,SiteBuilder Network Membership
28311,Internet Site Construction for Developers
28311,Developer Workshop
28311,Games
28311,Internet Explorer
28312,Internet Explorer
28313,Free Downloads
28313,Windows Family of OSs
28313,Sweden
28313,Internet Explorer
28314,Internet Explorer
28315,Free Downloads
28315,Windows 95
28315,SiteBuilder Network Membership
28315,Windows Family of OSs
28315,Internet Site Construction for Developers
28315,Products 
28315,Developer Workshop
28316,Windows Family of OSs
28316,Internet Explorer
28317,Free Downloads
28317,Internet Explorer
28318,Games Support
28318,Support Network Program Information
28318,Games
28318,Support Desktop
28318,Knowledge Base
28318,isapi
28319,Free Downloads
28319,Web Site Builder's Gallery
28319,SiteBuilder Network Membership
28319,Internet Site Construction for Developers
28319,ActiveX Technology Development
28319,Internet Explorer
28319,Jakarta
28319,Microsoft.com Search
28320,Free Downloads
28320,MS Word News
28321,Internet Explorer
28322,Free Downloads
28322,Windows95 Support
28322,Windows Family of OSs
28322,MS Office
28322,Internet Explorer
28322,isapi
28323,MS Word News
28323,isapi
28324,Internet Explorer
28325,Web Site Builder's Gallery
28325,SP Referral (ART)
28325,isapi
28325,Caribbean
28325,WorldWide Offices - US Districts
28325,Internet Site Construction for Developers
28325,Games
28325,Internet Explorer
28326,Connecting Small Business
28327,Job Listings for Pre-Grads
28327,Job Openings
28328,Free Downloads
28328,MS Word News
28329,Windows NT Server
28329,Windows Family of OSs
28329,Knowledge Base
28329,Microsoft.com Search
28330,Free Downloads
28330,Corporate Desktop Evaluation
28330,SiteBuilder Network Membership
28330,Internet Site Construction for Developers
28330,Internet Explorer
28330,Jakarta
28331,Web Site Builder's Gallery
28331,regwiz
28331,OutLook
28331,Office Free Stuff
28332,Internet Service Providers
28332,FrontPage
28333,Windows95 Support
28333,Products 
28333,Support Desktop
28333,Knowledge Base
28333,isapi
28334,End User Produced View
28335,Windows NT Server
28335,Internet Explorer
28336,Europe
28336,Products 
28336,Support Desktop
28337,France
28338,SQL Server
28338,Free Downloads
28338,Windows NT Server
28338,Internet Information Server
28338,NT Server Support
28338,isapi
28339,International IE content
28340,Web Site Builder's Gallery
28341,Products 
28341,Support Desktop
28342,Web Site Builder's Gallery
28342,Internet Site Construction for Developers
28343,Free Downloads
28343,Windows Family of OSs
28344,Free Downloads
28344,Internet Service Providers
28344,Internet Explorer
28345,Corporate Desktop Evaluation
28346,Free Downloads
28346,Products 
28346,Internet Explorer
28347,regwiz
28347,SP Referral (ART)
28347,Products 
28347,Games
28347,isapi
28348,Microsoft.com Search
28349,Free Downloads
28349,MS Word News
28349,Brazil
28349,MS Publisher
28349,isapi
28350,Windows Family of OSs
28351,Canada
28351,International IE content
28352,Free Downloads
28353,Free Downloads
28353,Windows95 Support
28353,Web Site Builder's Gallery
28353,Windows Family of OSs
28353,Internet Site Construction for Developers
28353,isapi
28354,Microsoft.com Search
28355,Free Downloads
28355,Internet Explorer
28356,Spain
28356,Peru
28356,Internet Explorer
28356,Latin America Region
28357,Windows NT Server
28357,Internet Site Construction for Developers
28357,BackOffice
28357,Transaction Server
28358,Web Site Builder's Gallery
28359,MS Office Info
28360,Internet Explorer
28361,MS Word News
28361,Products 
28361,MS Word
28361,Microsoft.com Search
28361,isapi
28362,Slovenija
28363,Windows Family of OSs
28363,International IE content
28363,Knowledge Base
28363,Sweden
28363,isapi
28364,Microsoft.com Search
28365,Free Downloads
28365,Products 
28365,Internet Explorer
28366,Training
28367,Microsoft.com Search
28368,Training
28369,Support Desktop
28370,Free Downloads
28370,isapi
28371,Products 
28371,Games
28371,Internet Explorer
28371,Microsoft.com Search
28372,regwiz
28373,Corporate Desktop Evaluation
28373,Windows95 Support
28373,Support Desktop
28374,Free Downloads
28374,Internet Explorer
28375,Internet Site Construction for Developers
28375,Developer Workshop
28376,Windows Family of OSs
28377,Web Site Builder's Gallery
28377,IE Support
28377,Support Desktop
28378,Internet Site Construction for Developers
28379,Free Downloads
28379,International IE content
28379,isapi
28379,Internet Explorer
28380,MS Money Information
28381,Training
28382,Products 
28382,promo
28383,Free Downloads
28383,Internet Explorer
28383,isapi
28384,Free Downloads
28384,Developer Network
28384,Internet Development
28384,Windows Family of OSs
28384,Microsoft.com Search
28385,Free Downloads
28385,SP Referral (ART)
28385,Products 
28386,Free Downloads
28386,Internet Explorer
28387,Free Downloads
28387,Windows95 Support
28387,Windows Family of OSs
28387,Site Builder Workshop
28387,MS Word News
28387,Microsoft.com Search
28387,isapi
28387,Internet Explorer
28388,Internet Explorer
28388,isapi
28389,Free Downloads
28389,Internet Explorer
28390,Clip Gallery Live
28390,MS Site Builder Workshop
28390,Internet Site Construction for Developers
28390,MS Publisher
28390,isapi
28391,Windows Family of OSs
28391,Products 
28391,Microsoft.com Search
28392,Free Downloads
28392,Knowledge Base
28392,Support Desktop
28392,isapi
28393,Free Downloads
28393,Corporate Desktop Evaluation
28393,Windows Family of OSs
28393,MS Office
28393,MS Office Info
28393,Internet Explorer
28393,Microsoft.com Search
28394,Internet Explorer
28395,Free Downloads
28395,MS Office Info
28395,Internet Explorer
28396,Free Downloads
28396,Windows95 Support
28396,Knowledge Base
28396,isapi
28397,Internet Explorer
28398,Free Downloads
28399,Developer Network
28399,Microsoft.com Search
28400,Free Downloads
28401,Support Desktop
28402,Free Downloads
28402,MS Proxy Server
28402,Windows Family of OSs
28402,Microsoft.com Search
28403,Free Downloads
28403,Internet Explorer
28403,Microsoft.com Search
28403,N. American Automap
28404,Microsoft.com Search
28405,Windows Family of OSs
28405,Microsoft.com Search
28406,Web Site Builder's Gallery
28406,SP Referral (ART)
28406,Internet Site Construction for Developers
28406,isapi
28407,Web Site Builder's Gallery
28407,SiteBuilder Network Membership
28407,Internet Site Construction for Developers
28407,Jakarta
28407,Internet Explorer
28408,Interactive Media Technologies
28409,Free Downloads
28409,Internet Development
28409,Internet Site Construction for Developers
28410,Netherlands (Holland)
28410,Internet Development
28410,Germany
28410,ActiveX Technology Development
28410,International IE content
28410,Developer Workshop
28411,Free Downloads
28411,Windows95 Support
28411,Windows 95
28411,Windows Family of OSs
28411,Microsoft.com Search
28411,Connecting Small Business
28411,isapi
28412,Free Downloads
28412,Internet Explorer
28412,isapi
28412,MS Publisher
28413,Access Development
28413,Mastering Series
28413,MS Access
28413,MS Office Development
28413,isapi
28414,Free Downloads
28414,regwiz
28414,Products 
28414,Support Desktop
28415,Microsoft.com Search
28416,Knowledge Base
28417,Free Downloads
28417,Internet Explorer
28418,Visual Basic
28418,Free Downloads
28418,Java Strategy and Info
28418,SiteBuilder Network Membership
28418,Internet Site Construction for Developers
28418,Products 
28418,Jakarta
28418,Visual Studio
28419,International IE content
28419,Games
28420,Windows NT Server
28420,FrontPage Support
28420,Support Desktop
28421,Corporation Information
28421,Repository
28421,Microsoft.com Search
28422,Free Downloads
28422,Windows Family of OSs
28423,Microsoft.com Search
28424,Developer Network
28424,Windows 32 bit developer
28424,isapi
28424,Microsoft.com Search
28424,Visual C
28424,Free Downloads
28424,Windows95 Support
28424,Windows 95
28424,Internet Development
28424,Windows Family of OSs
28424,Games
28424,OLE Development
28424,Developer Media Development
28425,Free Downloads
28425,Windows 95
28425,Windows Family of OSs
28426,Access Development
28426,MS Access
28426,MS Access News
28426,Products 
28426,Microsoft.com Search
28426,Office Free Stuff
28426,MS Office Development
28426,MS Office Info
28426,MS Office
28426,Internet Site Construction for Developers
28426,OutLook
28426,Internet Explorer
28427,Free Downloads
28427,Products 
28427,Internet Explorer
28428,Free Downloads
28428,Windows Family of OSs
28428,About Microsoft 
28428,Games
28428,Internet Explorer
28429,Free Downloads
28429,Internet Explorer
28430,regwiz
28430,MS Access
28430,Executive Computing
28430,MS Office Info
28430,Support Desktop
28430,Service Advantage
28431,Internet Development
28431,Internet Site Construction for Developers
28432,Sweden
28433,Free Downloads
28433,Products 
28433,MS Office Info
28434,Web Site Builder's Gallery
28434,Internet Site Construction for Developers
28434,Internet Explorer
28434,Microsoft.com Search
28434,N. American Automap
28435,Internet Explorer
28435,Microsoft.com Search
28436,MS Site Builder Workshop
28437,Web Site Builder's Gallery
28437,Internet Site Construction for Developers
28438,Products 
28438,Microsoft.com Search
28439,regwiz
28439,Macintosh Office
28439,Microsoft.com Search
28440,Microsoft.com Search
28441,Knowledge Base
28442,Free Downloads
28443,Windows 95
28443,Windows Family of OSs
28443,Products 
28443,Support Desktop
28443,isapi
28443,End User Produced View
28444,Internet Explorer
28445,Web Site Builder's Gallery
28445,MS Merchant
28445,International IE content
28445,Connecting Small Business
28445,Microsoft.com Search
28445,France
28446,Free Downloads
28446,International IE content
28447,Products 
28448,End User Produced View
28449,Web Site Builder's Gallery
28450,ImageComposer
28450,FrontPage
28451,Free Downloads
28451,regwiz
28451,MS Excel
28451,Argentina
28451,Internet Explorer
28451,Office Free Stuff
28451,Latin America Region
28452,Knowledge Base
28452,Microsoft.com Search
28453,Web Site Builder's Gallery
28453,Netherlands (Holland)
28453,Internet Site Construction for Developers
28453,Music Producer
28454,Free Downloads
28454,Windows Family of OSs
28454,Products 
28454,BackOffice
28454,Support Desktop
28454,Service Advantage
28454,Internet Explorer
28454,isapi
28455,Product Catalog
28456,Executive Computing
28456,Connecting Small Business
28457,Repository
28457,Visual Basic
28457,Free Downloads
28457,Internet Explorer
28458,Free Downloads
28458,Internet Explorer
28459,Free Downloads
28459,Internet Explorer
28460,Products 
28461,Internet Explorer
28462,Free Downloads
28462,Microsoft.com Search
28462,Internet Explorer
28463,Microsoft.com Search
28464,Microsoft.com Search
28465,Web Site Builder's Gallery
28465,FrontPage Support
28465,Products 
28465,Internet Information Server
28465,Free Downloads
28465,ImageComposer
28465,SiteBuilder Network Membership
28465,Internet Site Construction for Developers
28465,Support Desktop
28465,Developer Workshop
28465,Knowledge Base
28465,Internet Explorer
28466,Microsoft.com Search
28467,Windows95 Support
28467,Training
28467,Knowledge Base
28467,Support Desktop
28467,isapi
28467,Microsoft.com Search
28468,Windows Family of OSs
28469,Industry Marketing Information (Vertical)
28469,Hardware Supprt
28469,Products 
28469,Support Desktop
28469,isapi
28470,Microsoft.com Search
28471,Free Downloads
28471,Internet Development
28471,Windows Family of OSs
28471,End User Produced View
28471,Microsoft.com Search
28472,Windows NT Server
28472,Products 
28472,Microsoft.com Search
28473,Microsoft.com Search
28474,Microsoft.com Search
28475,Windows 95
28475,Windows Family of OSs
28475,Connecting Small Business
28476,Free Downloads
28476,Internet Explorer
28477,Microsoft.com Search
28478,Free Downloads
28478,Training
28478,Internet Explorer
28479,Products 
28479,Internet Explorer
28480,Visual Basic
28480,Developer Network
28480,MS in Education
28480,MS Office Info
28480,Products 
28481,Windows95 Support
28481,Support Desktop
28482,Corporate Desktop Evaluation
28483,Free Downloads
28483,Windows95 Support
28483,Windows 95
28483,Windows Family of OSs
28483,Knowledge Base
28483,isapi
28483,Windows NT Workstation
28484,Internet Explorer
28485,Free Downloads
28485,Developer Network
28485,For Developers Only News
28485,Support Desktop
28485,Internet Explorer
28485,isapi
28485,Office Developer Support
28486,Italy
28486,Windows Family of OSs
28487,Microsoft.com Search
28488,Internet Explorer
28488,Office Free Stuff
28489,Internet Explorer
28490,Free Downloads
28490,Internet Explorer
28491,Free Downloads
28491,Windows NT Server
28491,IE Support
28491,Support Network Program Information
28491,Products 
28491,Support Desktop
28491,Knowledge Base
28491,isapi
28491,Internet Explorer
28492,Sidewalk
28493,developr
28493,Developer Network
28493,mdsn
28493,softlib
28493,Knowledge Base
28493,Microsoft.com Search
28493,Visual C
28493,mdn
28493,Professional Developer Conference
28494,Microsoft.com Search
28495,Microsoft.com Search
28496,NetMeeting
28496,Free Downloads
28496,Developer Workshop
28497,Microsoft.com Search
28498,WorldWide Offices - US Districts
28498,About Microsoft 
28498,Support Desktop
28498,Job Openings
28498,Microsoft.com Search
28499,International IE content
28500,Windows Family of OSs
28501,Executive Computing
28501,isapi
28502,Products 
28502,MS PowerPoint
28502,MS PowerPoint News
28503,Support Desktop
28503,End User Produced View
28503,Microsoft.com Search
28504,Windows NT Server
28504,Windows Family of OSs
28504,NT Workstation Support
28504,Support Desktop
28504,Knowledge Base
28504,isapi
28504,Windows NT Workstation
28505,Free Downloads
28505,Internet Explorer
28506,Exchange
28506,Products 
28507,Free Downloads
28507,SiteBuilder Network Membership
28507,Internet Site Construction for Developers
28507,Developer Workshop
28508,Free Downloads
28508,Internet Explorer
28509,Free Downloads
28509,Windows Family of OSs
28509,Internet Explorer
28510,Visual Basic
28510,MS Site Builder Workshop
28510,Developer Network
28510,Training
28510,Internet Site Construction for Developers
28510,ActiveX Technology Development
28511,Free Downloads
28511,Germany
28511,International IE content
28512,Free Downloads
28512,SiteBuilder Network Membership
28512,IE Support
28512,Internet Site Construction for Developers
28512,Knowledge Base
28512,Internet Explorer
28513,Free Downloads
28513,Microsoft.com Search
28514,Free Downloads
28514,MS Office Development
28514,MS Office
28514,Products 
28514,Internet Explorer
28514,Microsoft.com Search
28515,Microsoft.com Search
28516,Web Site Builder's Gallery
28516,Internet Site Construction for Developers
28517,Visual Basic
28517,Microsoft.com Search
28518,Web Site Builder's Gallery
28518,Internet Site Construction for Developers
28519,Free Downloads
28519,Developer Workshop
28520,regwiz
28520,Office Free Stuff
28521,Free Downloads
28521,End User Produced View
28521,Microsoft.com Search
28522,Web Site Builder's Gallery
28522,Products 
28522,Microsoft.com Search
28523,Web Site Builder's Gallery
28523,MS in Education
28523,Internet Site Construction for Developers
28523,Internet Explorer
28524,Microsoft Financial Forum
28525,Exchange Support
28525,Support Desktop
28525,Knowledge Base
28525,NT Server Support
28526,Free Downloads
28526,Web Site Builder's Gallery
28526,Typography Site
28526,Java Strategy and Info
28527,Corporation Information
28527,Free Downloads
28527,Internet Explorer
28528,Brazil
28529,Free Downloads
28529,MS TeamManager
28529,Products 
28529,MS Office
28529,Internet Explorer
28529,MS PowerPoint News
28530,Free Downloads
28530,International IE content
28530,Microsoft.com Search
28530,Switzerland
28531,Free Downloads
28531,Products 
28531,Internet Explorer
28532,Support Network Program Information
28532,isapi
28532,Microsoft.com Search
28532,regwiz
28532,Free Downloads
28532,Windows95 Support
28532,Windows Family of OSs
28532,Knowledge Base
28532,Support Desktop
28532,Internet Explorer
28533,Microsoft.com Search
28534,IT Technical Information
28534,Windows Family of OSs
28534,Products 
28534,Support Desktop
28534,Microsoft.com Search
28534,Windows NT Workstation
28535,IT Technical Information
28535,Windows NT Server
28535,Windows Family of OSs
28535,Products 
28535,Support Desktop
28535,isapi
28535,NT Server Support
28535,Windows NT Workstation
28536,SiteBuilder Network Membership
28536,Internet Site Construction for Developers
28536,Developer Workshop
28537,Products 
28538,Web Site Builder's Gallery
28538,International IE content
28539,Free Downloads
28539,ImageComposer
28540,MS Excel
28540,MS Access
28540,MS Access News
28540,MS Office Info
28540,Office Free Stuff
28541,Free Downloads
28541,Products 
28541,Internet Explorer
28542,UK
28542,Hong Kong
28542,Channel Resources
28542,Microsoft.com Search
28543,Free Downloads
28543,Korea
28543,International IE content
28543,Internet Explorer
28544,Windows Family of OSs
28545,Java Strategy and Info
28545,Developer Network
28545,Visual C
28545,Visual Basic
28545,Free Downloads
28545,Microsoft Press
28545,Jakarta
28545,Visual Studio
28546,Windows NT Server
28546,Windows Family of OSs
28546,Products 
28546,NT Server Support
28547,Free Downloads
28547,Windows95 Support
28547,Windows Family of OSs
28547,isapi
28548,NetMeeting
28548,Free Downloads
28549,Free Downloads
28549,Internet Explorer
28550,Windows NT Server
28550,Industry Marketing Information (Vertical)
28550,Microsoft.com Search
28551,Free Downloads
28551,Windows Family of OSs
28552,Microsoft Financial Forum
28553,Internet Explorer
28554,Windows NT Server
28554,Products 
28554,Microsoft.com Search
28555,Internet Security Framework
28555,Internet Explorer
28556,Powered by BackOffice
28557,regwiz
28557,Free Downloads
28557,IE Support
28557,Internet Explorer
28558,Free Downloads
28558,NetMeeting
28558,Windows NT Server
28559,NetMeeting
28559,Free Downloads
28559,Products 
28560,NetMeeting
28560,SiteBuilder Network Membership
28560,Internet Site Construction for Developers
28561,regwiz
28561,MS Office Info
28561,OutLook
28561,Office Free Stuff
28562,Java Strategy and Info
28563,Internet Explorer
28564,Free Downloads
28564,Visual Basic
28564,Developer Network
28564,Windows Family of OSs
28565,Web Site Builder's Gallery
28565,Java Strategy and Info
28565,Internet Site Construction for Developers
28565,Developer Workshop
28566,SP Referral (ART)
28567,Free Downloads
28567,Internet Explorer
28568,Microsoft.com Search
28569,Windows95 Support
28569,Free Downloads
28569,Windows 95
28569,Windows Family of OSs
28569,End User Produced View
28570,IE Support
28571,Brazil
28572,Free Downloads
28572,Internet Explorer
28573,Free Downloads
28573,Windows95 Support
28573,Windows Family of OSs
28573,Knowledge Base
28573,Support Desktop
28573,isapi
28574,IE Support
28574,Internet Explorer
28575,NetMeeting
28575,Free Downloads
28575,MS Garden
28575,Product Catalog
28575,Products 
28575,Internet Explorer
28576,France
28577,Visual C Support
28577,Support Desktop
28578,Internet Site Construction for Developers
28578,Internet Explorer
28579,Web Site Builder's Gallery
28579,Internet Site Construction for Developers
28580,SiteBuilder Network Membership
28580,Internet Site Construction for Developers
28580,Visual InterDev
28581,Free Downloads
28581,Internet Explorer
28581,isapi
28582,MS Office Info
28582,Internet Explorer
28583,Free Downloads
28583,Internet Explorer
28584,Free Downloads
28584,Products 
28584,MS Project
28584,MS Project
28585,Internet Explorer
28586,Ireland
28587,Training
28588,Games
28589,Free Downloads
28589,Corporate Desktop Evaluation
28589,IE Support
28589,MS Money Information
28589,Support Network Program Information
28589,Support Desktop
28589,Internet Explorer
28590,Free Downloads
28591,Web Site Builder's Gallery
28592,Netherlands (Holland)
28592,Corporation Information
28592,IT Technical Information
28592,SNA Server
28592,NT Workstation Support
28592,Knowledge Base
28592,Support Desktop
28592,Microsoft.com Search
28592,isapi
28592,SNA Support
28593,Systems Management Server
28593,Windows Family of OSs
28593,Products 
28594,Microsoft.com Search
28594,Internet Explorer
28595,Free Downloads
28595,Internet Explorer
28596,Games
28597,Web Site Builder's Gallery
28597,Corporation Information
28597,MS Excel
28597,ActiveX Technology Development
28597,isapi
28597,Office Free Stuff
28597,Free Downloads
28597,MSHome Kids Stuff
28597,SiteBuilder Network Membership
28597,MS Word News
28597,MS Office Info
28597,Internet Site Construction for Developers
28597,Developer Workshop
28597,MS Publisher
28597,Internet Explorer
28598,Products 
28598,Knowledge Base
28598,Microsoft.com Search
28599,Free Downloads
28599,Germany
28600,MS in Education
28600,Internet Explorer
28601,Support Desktop
28602,Web Site Builder's Gallery
28603,Free Downloads
28603,Internet Explorer
28604,Free Downloads
28604,SiteBuilder Network Membership
28604,Internet Site Construction for Developers
28604,Internet Explorer
28605,End User Produced View
28606,WorldWide Offices - US Districts
28606,SP Referral (ART)
28606,Internet Site Construction for Developers
28606,Developer Workshop
28607,SP Referral (ART)
28607,Microsoft.com Search
28608,Developer Network
28608,Training
28609,Free Downloads
28609,regwiz
28609,MS Word News
28609,MS Office Info
28609,Office Free Stuff
28610,Developer Magazine
28610,Developer Network
28610,SiteBuilder Network Membership
28610,Internet Site Construction for Developers
28610,Developer Workshop
28610,Intranet Strategy
28611,Free Downloads
28611,Web Site Builder's Gallery
28611,Internet Site Construction for Developers
28611,Internet Explorer
28612,Free Downloads
28612,Windows NT Server
28612,Typography Site
28612,MS Word News
28612,Microsoft.com Search
28613,Microsoft.com Search
28614,Corporate Desktop Evaluation
28614,MS Office Development
28614,Products 
28614,MS Office
28614,About Microsoft 
28614,MS Office Info
28615,Microsoft.com Search
28616,Microsoft.com Search
28617,Corporation Information
28617,Free Downloads
28617,Windows NT Server
28617,Microsoft.com Search
28617,Internet Explorer
28618,Free Downloads
28618,MSHome Kids Stuff
28619,Internet Explorer
28620,Free Downloads
28620,MS Office
28620,promo
28620,Knowledge Base
28620,isapi
28620,MS PowerPoint News
28621,Microsoft.com Search
28622,Netherlands (Holland)
28622,isapi
28623,Internet Site Construction for Developers
28623,ActiveX Technology Development
28623,Products 
28623,Developer Workshop
28623,Internet Explorer
28624,Training
28624,isapi
28625,Internet Explorer
28626,Free Downloads
28626,IE Support
28626,MS Office Info
28626,MS Word
28626,MS Word News
28626,isapi
28626,Internet Explorer
28627,New Zealand
28627,Free Downloads
28627,Visual Basic
28627,Windows Family of OSs
28627,promo
28627,Microsoft.com Search
28627,Internet Explorer
28627,isapi
28628,Free Downloads
28628,Windows Family of OSs
28628,BackOffice
28628,Internet Explorer
28628,FrontPage
28629,Free Downloads
28629,Typography Site
28629,MS Word News
28629,Internet Explorer
28629,MS PowerPoint News
28630,Products 
28630,Internet Explorer
28631,Free Downloads
28631,Internet Explorer
28632,Visual Basic
28632,Free Downloads
28632,Developer Network
28632,SiteBuilder Network Membership
28632,Internet Site Construction for Developers
28632,Knowledge Base
28632,Microsoft.com Search
28633,Web Site Builder's Gallery
28634,Free Downloads
28634,Internet Explorer
28635,Free Downloads
28635,MS Publisher
28635,isapi
28636,Web Site Builder's Gallery
28637,Windows95 Support
28637,Free Downloads
28637,IE Support
28637,Windows Family of OSs
28637,Knowledge Base
28637,Sweden
28637,Internet Explorer
28637,isapi
28637,Microsoft.com Search
28638,Free Downloads
28638,Internet Explorer
28639,IE Support
28639,Internet Explorer
28640,Free Downloads
28640,Windows Family of OSs
28641,Internet Explorer
28642,Office Free Stuff
28643,MS Office Info
28643,isapi
28644,SiteBuilder Network Membership
28644,Jakarta
28645,Microsoft.com Search
28646,Virtual Reality Markup Language
28646,Developer Media Development
28647,MS Office Info
28647,promo
28648,isapi
28649,Web Site Builder's Gallery
28649,Developer Workshop
28650,Microsoft.com Search
28651,Free Downloads
28651,Typography Site
28651,Microsoft.com Search
28652,Internet Explorer
28653,Training
28654,Free Downloads
28654,Windows Family of OSs
28654,MS Office Info
28654,Internet Explorer
28655,Web Site Builder's Gallery
28655,Internet Site Construction for Developers
28656,WorldWide Offices - US Districts
28656,Support Desktop
28656,Microsoft.com Search
28656,isapi
28657,Free Downloads
28657,Visual Basic
28657,Mastering Series
28657,Products 
28657,Visual C
28658,Spain
28659,MS Word News
28660,Windows 95
28660,Products 
28660,MS Office
28660,MS Office Info
28660,MS Word News
28660,MS PowerPoint News
28661,Windows NT Server
28661,IIS Support
28661,Products 
28661,Support Desktop
28661,Knowledge Base
28661,Internet Information Server
28661,isapi
28661,MS PowerPoint
28661,MS PowerPoint News
28662,Free Downloads
28662,International IE content
28663,Corporate Desktop Evaluation
28663,Windows 95
28663,Windows Family of OSs
28663,MS Office Info
28664,Windows 95
28664,Windows Family of OSs
28664,Products 
28664,Support Desktop
28665,Microsoft.com Search
28666,Developer Network
28666,Visual FoxPro
28667,Microsoft.com Search
28668,Free Downloads
28668,ActiveX Technology Development
28668,VBScript Development
28668,Developer Workshop
28668,Microsoft.com Search
28668,Internet Explorer
28669,Knowledge Base
28669,Microsoft.com Search
28670,NetMeeting
28671,Free Downloads
28671,Windows95 Support
28671,Windows Family of OSs
28671,isapi
28672,Free Downloads
28672,Spain
28672,International IE content
28672,Internet Service Providers
28673,Windows95 Support
28673,Windows Family of OSs
28673,Support Network Program Information
28673,Support Desktop
28673,Knowledge Base
28673,isapi
28673,N. American Automap
28674,Corporation Information
28675,Taiwan
28676,Internet Explorer
28677,Developer Network
28677,Microsoft.com Search
28678,Internet Development
28678,Internet Site Construction for Developers
28679,Free Downloads
28679,Repository
28679,Developer Network
28679,Developer Workshop
28679,Microsoft OLE DB
28680,Free Downloads
28680,Internet Explorer
28681,Internet Explorer
28681,MS Publisher
28682,Free Downloads
28682,Java Strategy and Info
28682,Windows Family of OSs
28682,Norway
28682,Internet Explorer
28683,Italy
28684,For Developers Only
28684,Developer Media Development
28685,Internet Explorer
28685,isapi
28686,Internet Explorer
28687,Internet Explorer
28688,Free Downloads
28688,Microsoft.com Search
28689,Windows NT Server
28689,Germany
28689,Knowledge Base
28689,NT Server Support
28690,regwiz
28690,Free Downloads
28690,Products 
28690,Support Desktop
28690,Internet Explorer
28691,Web Site Builder's Gallery
28691,Microsoft.com Search
28692,Windows 95
28692,Windows Family of OSs
28693,Microsoft.com Search
28693,isapi
28693,Windows95 Support
28693,Free Downloads
28693,Corporate Desktop Evaluation
28693,MS Office Support
28693,Windows Family of OSs
28693,MS Office Info
28693,Knowledge Base
28693,Support Desktop
28694,Free Downloads
28694,Internet Explorer
28695,Microsoft.com Search
28696,France
28697,Internet Development
28697,Windows Family of OSs
28697,Products 
28697,OutLook
28697,Microsoft.com Search
28697,Windows Hardware Development
28698,Free Downloads
28698,isapi
28698,Internet Explorer
28699,Games
28700,Web Site Builder's Gallery
28700,Internet Site Construction for Developers
28701,Free Downloads
28701,International IE content
28701,Internet Explorer
28702,Free Downloads
28702,Internet Explorer
28703,Microsoft.com Search
28704,Microsoft.com Search
28704,End User Produced View
28705,Microsoft.com Search
28706,Free Downloads
28706,Windows Family of OSs
28706,Products 
28706,Internet Explorer
28706,Microsoft.com Search
28707,Internet Site Construction for Developers
28707,Developer Workshop
28707,Microsoft.com Search
28708,Microsoft.com Search
28709,Free Downloads
28709,WorldWide Offices - US Districts
28709,Knowledge Base
28709,Microsoft.com Search
28710,FrontPage
28711,Windows Family of OSs
28711,Microsoft.com Search
28712,Games
28713,Microsoft.com Search
28714,Sales Information (infobase)
28714,Support Desktop
28714,Knowledge Base
28714,NT Server Support
28714,isapi
28715,regwiz
28715,Office Reference
28715,MS Word News
28715,MS Office Info
28715,Office Free Stuff
28716,Internet Site Construction for Developers
28717,MS Word News
28718,SP Referral (ART)
28718,isapi
28719,Industry Marketing Information (Vertical)
28719,Support Desktop
28720,Microsoft.com Search
28721,SiteBuilder Network Membership
28721,Internet Site Construction for Developers
28722,Free Downloads
28722,Internet Service Providers
28722,Support Desktop
28723,Microsoft.com Search
28724,MS Proxy Server
28724,Products 
28724,Internet Information Server
28725,Support Desktop
28726,Visual Basic
28726,Mastering Series
28726,Developer Network
28727,Free Downloads
28727,Germany
28727,Internet Explorer
28728,regwiz
28728,Industry Marketing Information (Vertical)
28728,Support Network Program Information
28729,MS Office Info
28729,Microsoft.com Search
28730,Products 
28730,Internet Site Construction for Developers
28730,Jakarta
28730,Visual Studio
28731,SP Referral (ART)
28731,sports
28731,Games
28732,Free Downloads
28732,Internet Information Server
28732,isapi
28732,Microsoft.com Search
28733,sports
28733,Games
28734,Corporation Information
28734,Windows NT Server
28735,Free Downloads
28735,NetMeeting
28735,Internet Explorer
28736,Free Downloads
28737,N. American Automap
28738,Free Downloads
28738,Internet Explorer
28739,Support Desktop
28740,Microsoft.com Search
28741,Windows95 Support
28741,Free Downloads
28741,Windows Family of OSs
28741,Microsoft.com Search
28742,Office Free Stuff
28743,ActiveX Technology Development
28743,Microsoft.com Search
28744,Web Site Builder's Gallery
28744,Internet Site Construction for Developers
28744,Internet Explorer
28745,Developer Network
28745,Windows CE
28745,Products 
28745,Internet Information Server
28745,Intranet Strategy
28745,Microsoft.com Search
28745,isapi
28745,Transaction Server
28745,Visual C
28745,Windows 95
28745,Windows Family of OSs
28745,SiteBuilder Network Membership
28745,Internet Site Construction for Developers
28745,BackOffice
28746,Free Downloads
28747,Free Downloads
28747,Corporation Information
28747,Internet Explorer
28748,Free Downloads
28748,Internet Explorer
28749,Support Desktop
28750,regwiz
28750,MS Office
28750,MS Word News
28750,Office Free Stuff
28751,Web Site Builder's Gallery
28751,Czech Republic
28751,International IE content
28752,Knowledge Base
28752,Microsoft.com Search
28752,Visual C
28753,Free Downloads
28754,Java Strategy and Info
28754,ActiveX Technology Development
28754,Products 
28754,FrontPage
28754,Microsoft.com Search
28754,isapi
28754,Free Downloads
28754,IE Support
28754,Site Builder Workshop
28754,Knowledge Base
28754,Support Desktop
